day;delta;algorithm;avg_M;max_M
2025-02-12;64;defi;343.5890322274462;1502.711242212395
2025-02-13;64;defi;309.49911308917694;1742.0853051694462
2025-02-14;64;defi;316.3972357346488;1620.7541903781305
2025-02-15;64;defi;170.48892535486243;1336.985420098453
2025-02-16;64;defi;137.71809159840257;1268.2192058610422
2025-02-17;64;defi;213.48113693566899;687.6873280482454
2025-02-18;64;defi;360.9084865257927;1675.9277112456348
2025-02-19;64;defi;286.96863701095225;1446.9076505310827
2025-02-20;64;defi;326.341300720679;1761.0657750650587
2025-02-21;64;defi;481.4307953671437;2702.626929616851
2025-02-22;64;defi;333.8967515457374;3304.8108129150787
2025-02-23;64;defi;210.4035187772029;818.3182989134311
2025-02-24;64;defi;407.23450355661066;1574.6470107077841
2025-02-25;64;defi;626.6270508204003;2111.300680254849
2025-02-26;64;defi;478.68653572418265;1628.5801346621852
2025-02-27;64;defi;399.39397455976973;1783.4677438547526
2025-02-28;64;defi;609.7939609198659;2382.3283288249645
2025-03-01;64;defi;232.62802703746203;1422.1352421126876
2025-03-02;64;defi;269.21197805742895;1304.7770379988854
2025-03-03;64;defi;465.51703860094443;1897.55138135633
2025-03-04;64;defi;408.53418726070424;1606.0588342043466
2025-03-05;64;defi;307.08486584113797;1244.2569299534423
2025-03-06;64;defi;329.83233149376304;1494.0863113768312
2025-03-07;64;defi;353.08524957193106;1555.9278519598872
2025-03-08;64;defi;162.26838333672717;1188.5466069989834
2025-03-09;64;defi;185.07695221324144;690.2077009777224
2025-03-10;64;defi;440.3964513524238;1831.4159476634081
2025-03-11;64;defi;370.148351198051;1400.1591788013898
2025-03-12;64;defi;317.9153498913067;1365.6298167846387
2025-03-13;64;defi;358.61557623530956;1595.6723720052228
2025-03-14;64;defi;335.09182534059386;1124.6389581775657
2025-03-15;64;defi;167.52197832072767;562.7929207859805
2025-03-16;64;defi;150.57053219813986;521.520342516333
2025-03-17;64;defi;290.9973972111275;861.2070721173808
2025-03-18;64;defi;322.6832655785597;1585.8848246823159
2025-03-19;64;defi;393.578099882092;2382.9708638850343
2025-03-20;64;defi;353.1842186263742;1380.3409023214645
2025-03-21;64;defi;349.2508820721774;1612.6232014613329
2025-03-22;64;defi;127.82579286125612;488.2725711262757
2025-03-23;64;defi;165.71188274811482;1246.9365246884113
2025-03-24;64;defi;435.4996561217447;1801.388313491849
2025-03-25;64;defi;325.6888209980806;1376.205757790257
2025-03-26;64;defi;330.6416015572828;3406.3757589940146
2025-03-27;64;defi;333.1777834288499;1723.5509045577207
2025-03-28;64;defi;459.806455396347;2362.7886414790455
2025-03-29;64;defi;209.79699237838338;1479.6574562178414
2025-03-30;64;defi;182.8505646816093;1891.1766358485459
2025-03-31;64;defi;364.03304031861825;1346.1123721823799
2025-04-01;64;defi;327.4759683399902;1596.9370729927907
2025-04-02;64;defi;344.19178862398184;1873.7824112475007
2025-04-03;64;defi;335.39182412428744;1688.0677481917792
2025-04-04;64;defi;315.85192207201857;1524.8091739067431
2025-04-05;64;defi;148.4633900098453;1197.4316421127712
2025-04-06;64;defi;212.43004803106004;671.1268160812581
2025-04-07;64;defi;479.4630318621726;1763.0630865032358
2025-04-08;64;defi;380.30150235834327;1472.102303663815
2025-04-09;64;defi;468.06665305916505;1579.7672077294894
2025-04-10;64;defi;384.0159583250351;2667.474033979488
2025-04-11;64;defi;384.69562566175193;1745.1175824320273
2025-04-12;64;defi;285.7011847572359;2160.6956363601316
2025-04-13;64;defi;247.55491290576342;1452.854047669267
2025-04-14;64;defi;355.59015340600604;1523.1805254554442
2025-04-15;64;defi;372.8023831107219;1746.8194797345034
2025-04-16;64;defi;307.48489561879376;1734.5419540412552
2025-04-17;64;defi;300.6562501789987;1306.2450472755993
2025-04-18;64;defi;262.1085819650166;1579.6954877849505
2025-04-19;64;defi;144.6171103029298;724.4607832191039
2025-04-20;64;defi;177.96919150214126;1193.2891839929148
2025-04-21;64;defi;374.51226480525224;3001.7286707417093
2025-04-22;64;defi;494.4712067696774;1786.0750852813953
2025-04-23;64;defi;454.4743431489704;1581.305786279566
2025-04-24;64;defi;387.18271234889335;1458.473546341296
2025-04-25;64;defi;457.14688633757146;1706.843951763028
2025-04-26;64;defi;204.08472144845277;922.513407511425
2025-04-27;64;defi;190.76291043290814;1282.2942529682286
2025-04-28;64;defi;411.8499634689517;1781.7896783725143
2025-04-29;64;defi;412.6609010800921;3392.117012014678
2025-04-30;64;defi;334.31657578020497;1593.5951812297446
